temp,voltage
20.5,0.27211761474609375
21.9,0.2857234954833985
22.5,0.29378623962402345
23.1,0.30109310150146484
24.9,0.3215019226074219
25.9,0.33409996032714845
27.2,0.346194076538086
29.0,0.37189407348632814
31.7,0.4081764221191406
32.5,0.42027053833007816
33.1,0.4303489685058594
35.9,0.46108818054199224
